1779449187.413597 server started (28679): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779449187.413611 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1779449187.413615 using libevent 2.1.12-stable poll
1779449187.413617 using ncurses 6.4 20240113
1779449187.416460 cmd_parse_build_commands 0:1: -Z
1779449187.416462 args_parse_flags: next -Z
1779449187.416464 args_parse_flags: -Z
1779449187.416465 args_parse: flags end at 2 of 2
1779449187.416467 cmd_parse_build_commands: choose-client -Z
1779449187.416469 args_parse_flags: next -N
1779449187.416471 args_parse_flag_argument: -N = Choose and detach a client from a list
1779449187.416472 args_parse_flags: next D
1779449187.416474 args_parse: flags end at 3 of 5
1779449187.416475 args_parse: 3 = D (type STRING)
1779449187.416477 args_parse: 4 = choose-client -Z (type COMMANDS)
1779449187.416481 cmd_parse_build_commands: bind-key -N "Choose and detach a client from a list" D { choose-client -Z }
1779449187.416483 cmdq_get_command: [bind-key/0x5a4820d2f720] group 270
1779449187.416484 cmdq_append <global>: [bind-key/0x5a4820d2f720]
1779449187.416489 yylex_token: end at WS
1779449187.416490 yylex_token: bind
1779449187.416492 yylex_token: end at WS
1779449187.416493 yylex_token: -N
1779449187.416495 yylex_token: end at WS
1779449187.416497 yylex_token: Spread panes out evenly
1779449187.416498 yylex_token: end at WS
1779449187.416500 yylex_token: E
1779449187.416502 yylex_token: end at WS
1779449187.416503 yylex_token: select-layout
1779449187.416505 yylex_token: end at WS
1779449187.416506 yylex_token: -E
1779449187.416508 cmd_parse_build_commands 0:0: bind
1779449187.416510 cmd_parse_build_commands 0:1: -N
1779449187.416511 cmd_parse_build_commands 0:2: Spread panes out evenly
1779449187.416513 cmd_parse_build_commands 0:3: E
1779449187.416515 cmd_parse_build_commands 0:4 0:0: select-layout
1779449187.416516 cmd_parse_build_commands 0:4 0:1: -E
1779449187.416518 cmd_parse_build_commands 0:0: select-layout
1779449187.416520 cmd_parse_build_commands 0:1: -E
1779449187.416523 args_parse_flags: next -E
1779449187.416524 args_parse_flags: -E
1779449187.416526 args_parse: flags end at 2 of 2
1779449187.416528 cmd_parse_build_commands: select-layout -E
1779449187.416529 args_parse_flags: next -N
1779449187.416531 args_parse_flag_argument: -N = Spread panes out evenly
1779449187.416533 args_parse_flags: next E
1779449187.416534 args_parse: flags end at 3 of 5
1779449187.416536 args_parse: 3 = E (type STRING)
1779449187.416538 args_parse: 4 = select-layout -E (type COMMANDS)
1779449187.416541 cmd_parse_build_commands: bind-key -N "Spread panes out evenly" E { select-layout -E }
1779449187.416543 cmdq_get_command: [bind-key/0x5a4820d2ea00] group 278
1779449187.416545 cmdq_append <global>: [bind-key/0x5a4820d2ea00]
1779449187.416552 yylex_token: end at WS
1779449187.416553 yylex_token: bind
1779449187.416555 yylex_token: end at WS
1779449187.416557 yylex_token: -N
1779449187.416558 yylex_token: end at WS
1779449187.416560 yylex_token: Switch to the last client
1779449187.416562 yylex_token: end at WS
1779449187.416563 yylex_token: L
1779449187.416565 yylex_token: end at WS
1779449187.416566 yylex_token: switch-client
1779449187.416568 yylex_token: end at WS
1779449187.416569 yylex_token: -l
1779449187.416571 cmd_parse_build_commands 0:0: bind
1779449187.416573 cmd_parse_build_commands 0:1: -N
1779449187.416575 cmd_parse_build_commands 0:2: Switch to the last client
1779449187.416576 cmd_parse_build_commands 0:3: L
1779449187.416578 cmd_parse_build_commands 0:4 0:0: switch-client
1779449187.416580 cmd_parse_build_commands 0:4 0:1: -l
1779449187.416582 cmd_parse_build_commands 0:0: switch-client
1779449187.416587 cmd_parse_build_commands 0:1: -l
1779449187.416589 args_parse_flags: next -l
1779449187.416591 args_parse_flags: -l
1779449187.416592 args_parse: flags end at 2 of 2
1779449187.416594 cmd_parse_build_commands: switch-client -l
1779449187.416596 args_parse_flags: next -N
1779449187.416598 args_parse_flag_argument: -N = Switch to the last client
1779449187.416600 args_parse_flags: next L
1779449187.416601 args_parse: flags end at 3 of 5
1779449187.416603 args_parse: 3 = L (type STRING)
1779449187.416605 args_parse: 4 = switch-client -l (type COMMANDS)
1779449187.416608 cmd_parse_build_commands: bind-key -N "Switch to the last client" L { switch-client -l }
1779449187.416610 cmdq_get_command: [bind-key/0x5a4820d2fcb0] group 286
1779449187.416612 cmdq_append <global>: [bind-key/0x5a4820d2fcb0]
1779449187.416614 yylex_token: end at WS
1779449187.416615 yylex_token: bind
1779449187.416617 yylex_token: end at WS
1779449187.416618 yylex_token: -N
1779449187.416620 yylex_token: end at WS
1779449187.416622 yylex_token: Clear the marked pane
1779449187.416623 yylex_token: end at WS
1779449187.416625 yylex_token: M
1779449187.416627 yylex_token: end at WS
1779449187.416628 yylex_token: select-pane
1779449187.416630 yylex_token: end at WS
1779449187.416631 yylex_token: -M
1779449187.416633 cmd_parse_build_commands 0:0: bind
1779449187.416635 cmd_parse_build_commands 0:1: -N
1779449187.416636 cmd_parse_build_commands 0:2: Clear the marked pane
1779449187.416638 cmd_parse_build_commands 0:3: M
1779449187.416640 cmd_parse_build_commands 0:4 0:0: select-pane
1779449187.416641 cmd_parse_build_commands 0:4 0:1: -M
1779449187.416643 cmd_parse_build_commands 0:0: select-pane
1779449187.416645 cmd_parse_build_commands 0:1: -M
1779449187.416647 args_parse_flags: next -M
1779449187.416649 args_parse_flags: -M
1779449187.416650 args_parse: flags end at 2 of 2
1779449187.416652 cmd_parse_build_commands: select-pane -M
1779449187.416654 args_parse_flags: next -N
1779449187.416656 args_parse_flag_argument: -N = Clear the marked pane
1779449187.416657 args_parse_flags: next M
1779449187.416659 args_parse: flags end at 3 of 5
1779449187.416660 args_parse: 3 = M (type STRING)
1779449187.416663 args_parse: 4 = select-pane -M (type COMMANDS)
1779449187.416666 cmd_parse_build_commands: bind-key -N "Clear the marked pane" M { select-pane -M }
1779449187.416668 cmdq_get_command: [bind-key/0x5a4820d2ffc0] group 294
1779449187.416670 cmdq_append <global>: [bind-key/0x5a4820d2ffc0]
1779449187.416671 yylex_token: end at WS
1779449187.416673 yylex_token: bind
1779449187.416674 yylex_token: end at WS
1779449187.416676 yylex_token: -N
1779449187.416678 yylex_token: end at WS
1779449187.416679 yylex_token: Enter copy mode
1779449187.416681 yylex_token: end at WS
1779449187.416682 yylex_token: [
1779449187.416684 yylex_token: end at WS
1779449187.416685 yylex_token: copy-mode
1779449187.416687 cmd_parse_build_commands 0:0: bind
1779449187.416689 cmd_parse_build_commands 0:1: -N
1779449187.416691 cmd_parse_build_commands 0:2: Enter copy mode
1779449187.416692 cmd_parse_build_commands 0:3: [
1779449187.416694 cmd_parse_build_commands 0:4 0:0: copy-mode
1779449187.416696 cmd_parse_build_commands 0:0: copy-mode
1779449187.416698 args_parse: flags end at 1 of 1
1779449187.416700 cmd_parse_build_commands: copy-mode
1779449187.416701 args_parse_flags: next -N
1779449187.416703 args_parse_flag_argument: -N = Enter copy mode
1779449187.416705 args_parse_flags: next [
1779449187.416706 args_parse: flags end at 3 of 5
1779449187.416708 args_parse: 3 = [ (type STRING)
1779449187.416710 args_parse: 4 = copy-mode (type COMMANDS)
1779449187.416713 cmd_parse_build_commands: bind-key -N "Enter copy mode" [ { copy-mode }
1779449187.416715 cmdq_get_command: [bind-key/0x5a4820d30770] group 302
1779449187.416717 cmdq_append <global>: [bind-key/0x5a4820d30770]
1779449187.416721 yylex_token: end at WS
1779449187.416722 yylex_token: bind
1779449187.416724 yylex_token: end at WS
1779449187.416725 yylex_token: -N
1779449187.416727 yylex_token: end at WS
1779449187.416732 yylex_token: Paste the most recent paste buffer
1779449187.416734 yylex_token: end at WS
1779449187.416736 yylex_token: ]
1779449187.416737 yylex_token: end at WS
1779449187.416739 yylex_token: paste-buffer
1779449187.416740 yylex_token: end at WS
1779449187.416742 yylex_token: -p
1779449187.416744 cmd_parse_build_commands 0:0: bind
1779449187.416745 cmd_parse_build_commands 0:1: -N
1779449187.416747 cmd_parse_build_commands 0:2: Paste the most recent paste buffer
1779449187.416749 cmd_parse_build_commands 0:3: ]
1779449187.416751 cmd_parse_build_commands 0:4 0:0: paste-buffer
1779449187.416752 cmd_parse_build_commands 0:4 0:1: -p
1779449187.416754 cmd_parse_build_commands 0:0: paste-buffer
1779449187.416756 cmd_parse_build_commands 0:1: -p
1779449187.416758 args_parse_flags: next -p
1779449187.416760 args_parse_flags: -p
1779449187.416761 args_parse: flags end at 2 of 2
1779449187.416763 cmd_parse_build_commands: paste-buffer -p
1779449187.416765 args_parse_flags: next -N
1779449187.416767 args_parse_flag_argument: -N = Paste the most recent paste buffer
1779449187.416768 args_parse_flags: next ]
1779449187.416770 args_parse: flags end at 3 of 5
1779449187.416772 args_parse: 3 = ] (type STRING)
1779449187.416773 args_parse: 4 = paste-buffer -p (type COMMANDS)
1779449187.416777 cmd_parse_build_commands: bind-key -N "Paste the most recent paste buffer" ] { paste-buffer -p }
1779449187.416779 cmdq_get_command: [bind-key/0x5a4820d31190] group 310
1779449187.416780 cmdq_append <global>: [bind-key/0x5a4820d31190]
1779449187.416782 yylex_token: end at WS
1779449187.416784 yylex_token: bind
1779449187.416786 yylex_token: end at WS
1779449187.416787 yylex_token: -N
1779449187.416789 yylex_token: end at WS
1779449187.416790 yylex_token: Create a new window
1779449187.416792 yylex_token: end at WS
1779449187.416793 yylex_token: c
1779449187.416795 yylex_token: end at WS
1779449187.416797 yylex_token: new-window
1779449187.416799 cmd_parse_build_commands 0:0: bind
1779449187.416800 cmd_parse_build_commands 0:1: -N
1779449187.416802 cmd_parse_build_commands 0:2: Create a new window
1779449187.416803 cmd_parse_build_commands 0:3: c
1779449187.416805 cmd_parse_build_commands 0:4 0:0: new-window
1779449187.416807 cmd_parse_build_commands 0:0: new-window
1779449187.416810 args_parse: flags end at 1 of 1
1779449187.416811 cmd_parse_build_commands: new-window
1779449187.416813 args_parse_flags: next -N
1779449187.416815 args_parse_flag_argument: -N = Create a new window
1779449187.416817 args_parse_flags: next c
1779449187.416818 args_parse: flags end at 3 of 5
1779449187.416820 args_parse: 3 = c (type STRING)
1779449187.416821 args_parse: 4 = new-window (type COMMANDS)
1779449187.416824 cmd_parse_build_commands: bind-key -N "Create a new window" c { new-window }
1779449187.416827 cmdq_get_command: [bind-key/0x5a4820d30380] group 318
1779449187.416828 cmdq_append <global>: [bind-key/0x5a4820d30380]
1779449187.416832 yylex_token: end at WS
1779449187.416834 yylex_token: bind
1779449187.416835 yylex_token: end at WS
1779449187.416837 yylex_token: -N
1779449187.416839 yylex_token: end at WS
1779449187.416840 yylex_token: Detach the current client
1779449187.416842 yylex_token: end at WS
1779449187.416843 yylex_token: d
1779449187.416845 yylex_token: end at WS
1779449187.416847 yylex_token: detach-client
1779449187.416849 cmd_parse_build_commands 0:0: bind
1779449187.416850 cmd_parse_build_commands 0:1: -N
1779449187.416852 cmd_parse_build_commands 0:2: Detach the current client
1779449187.416854 cmd_parse_build_commands 0:3: d
1779449187.416856 cmd_parse_build_commands 0:4 0:0: detach-client
1779449187.416858 cmd_parse_build_commands 0:0: detach-client
1779449187.416860 args_parse: flags end at 1 of 1
1779449187.416861 cmd_parse_build_commands: detach-client
1779449187.416863 args_parse_flags: next -N
1779449187.416865 args_parse_flag_argument: -N = Detach the current client
1779449187.416867 args_parse_flags: next d
1779449187.416868 args_parse: flags end at 3 of 5
1779449187.416870 args_parse: 3 = d (type STRING)
1779449187.416878 args_parse: 4 = detach-client (type COMMANDS)
1779449187.416881 cmd_parse_build_commands: bind-key -N "Detach the current client" d { detach-client }
1779449187.416884 cmdq_get_command: [bind-key/0x5a4820d31980] group 326
1779449187.416885 cmdq_append <global>: [bind-key/0x5a4820d31980]
1779449187.416887 yylex_token: end at WS
1779449187.416889 yylex_token: bind
1779449187.416890 yylex_token: end at WS
1779449187.416892 yylex_token: -N
1779449187.416894 yylex_token: end at WS
1779449187.416895 yylex_token: Search for a pane
1779449187.416897 yylex_token: end at WS
1779449187.416898 yylex_token: f
1779449187.416900 yylex_token: end at WS
1779449187.416901 yylex_token: command-prompt
1779449187.416903 yylex_token: end at WS
1779449187.416905 yylex_token: find-window
1779449187.416906 yylex_token: end at WS
1779449187.416908 yylex_token: -Z
1779449187.416909 yylex_token: end at WS
1779449187.416911 yylex_token: --
1779449187.416912 yylex_token: end at WS
1779449187.416914 yylex_token: %%
1779449187.416916 cmd_parse_build_commands 0:0: bind
1779449187.416918 cmd_parse_build_commands 0:1: -N
1779449187.416919 cmd_parse_build_commands 0:2: Search for a pane
1779449187.416921 cmd_parse_build_commands 0:3: f
1779449187.416923 cmd_parse_build_commands 0:4 0:0: command-prompt
1779449187.416925 cmd_parse_build_commands 0:4 0:1 0:0: find-window
1779449187.416926 cmd_parse_build_commands 0:4 0:1 0:1: -Z
1779449187.416928 cmd_parse_build_commands 0:4 0:1 0:2: --
1779449187.416930 cmd_parse_build_commands 0:4 0:1 0:3: %%
1779449187.416932 cmd_parse_build_commands 0:0: command-prompt
1779449187.416933 cmd_parse_build_commands 0:1 0:0: find-window
1779449187.416935 cmd_parse_build_commands 0:1 0:1: -Z
1779449187.416937 cmd_parse_build_commands 0:1 0:2: --
1779449187.416938 cmd_parse_build_commands 0:1 0:3: %%
1779449187.416940 cmd_parse_build_commands 0:0: find-window
1779449187.416942 cmd_parse_build_commands 0:1: -Z
1779449187.416943 cmd_parse_build_commands 0:2: --
1779449187.416945 cmd_parse_build_commands 0:3: %%
1779449187.416947 args_parse_flags: next -Z
1779449187.416948 args_parse_flags: -Z
1779449187.416950 args_parse_flags: next --
1779449187.416952 args_parse: flags end at 3 of 4
1779449187.416953 args_parse: 3 = %% (type STRING)
1779449187.416955 cmd_parse_build_commands: find-window -Z "%%"
1779449187.416957 args_parse: flags end at 1 of 2
1779449187.416960 args_parse: 1 = find-window -Z "%%" (type COMMANDS)
1779449187.416962 cmd_parse_build_commands: command-prompt { find-window -Z "%%" }
1779449187.416964 args_parse_flags: next -N
1779449187.416966 args_parse_flag_argument: -N = Search for a pane
1779449187.416967 args_parse_flags: next f
1779449187.416969 args_parse: flags end at 3 of 5
1779449187.416971 args_parse: 3 = f (type STRING)
1779449187.416973 args_parse: 4 = command-prompt { find-window -Z "%%" } (type COMMANDS)
1779449187.416977 cmd_parse_build_commands: bind-key -N "Search for a pane" f { command-prompt { find-window -Z "%%" } }
1779449187.416979 cmdq_get_command: [bind-key/0x5a4820d31e40] group 334
1779449187.416981 cmdq_append <global>: [bind-key/0x5a4820d31e40]
1779449187.416985 yylex_token: end at WS
1779449187.416987 yylex_token: bind
1779449187.416988 yylex_token: end at WS
1779449187.416990 yylex_token: -N
1779449187.416992 yylex_token: end at WS
1779449187.416993 yylex_token: Display window information
1779449187.416995 yylex_token: end at WS
1779449187.416996 yylex_token: i
1779449187.416998 yylex_token: end at WS
1779449187.417000 yylex_token: display-message
1779449187.417002 cmd_parse_build_commands 0:0: bind
1779449187.417003 cmd_parse_build_commands 0:1: -N
1779449187.417005 cmd_parse_build_commands 0:2: Display window information
1779449187.417007 cmd_parse_build_commands 0:3: i
1779449187.417009 cmd_parse_build_commands 0:4 0:0: display-message
1779449187.417011 cmd_parse_build_commands 0:0: display-message
1779449187.417013 args_parse: flags end at 1 of 1
1779449187.417015 cmd_parse_build_commands: display-message
1779449187.417016 args_parse_flags: next -N
1779449187.417018 args_parse_flag_argument: -N = Display window information
1779449187.417026 args_parse_flags: next i
1779449187.417028 args_parse: flags end at 3 of 5
1779449187.417029 args_parse: 3 = i (type STRING)
1779449187.417031 args_parse: 4 = display-message (type COMMANDS)
1779449187.417034 cmd_parse_build_commands: bind-key -N "Display window information" i { display-message }
1779449187.417037 cmdq_get_command: [bind-key/0x5a4820d32680] group 346
1779449187.417038 cmdq_append <global>: [bind-key/0x5a4820d32680]
1779449187.417040 yylex_token: end at WS
1779449187.417041 yylex_token: bind
1779449187.417043 yylex_token: end at WS
1779449187.417045 yylex_token: -N
1779449187.417047 yylex_token: end at WS
1779449187.417048 yylex_token: Select the previously current window
1779449187.417050 yylex_token: end at WS
1779449187.417051 yylex_token: l
1779449187.417053 yylex_token: end at WS
1779449187.417055 yylex_token: last-window
1779449187.417056 cmd_parse_build_commands 0:0: bind
1779449187.417058 cmd_parse_build_commands 0:1: -N
1779449187.417060 cmd_parse_build_commands 0:2: Select the previously current window
1779449187.417062 cmd_parse_build_commands 0:3: l
1779449187.417063 cmd_parse_build_commands 0:4 0:0: last-window
1779449187.417065 cmd_parse_build_commands 0:0: last-window
1779449187.417067 args_parse: flags end at 1 of 1
1779449187.417069 cmd_parse_build_commands: last-window
1779449187.417071 args_parse_flags: next -N
1779449187.417073 args_parse_flag_argument: -N = Select the previously current window
1779449187.417074 args_parse_flags: next l
1779449187.417076 args_parse: flags end at 3 of 5
1779449187.417077 args_parse: 3 = l (type STRING)
1779449187.417079 args_parse: 4 = last-window (type COMMANDS)
1779449187.417082 cmd_parse_build_commands: bind-key -N "Select the previously current window" l { last-window }
1779449187.417084 cmdq_get_command: [bind-key/0x5a4820d32e70] group 354
1779449187.417086 cmdq_append <global>: [bind-key/0x5a4820d32e70]
1779449187.417088 yylex_token: end at WS
1779449187.417089 yylex_token: bind
1779449187.417091 yylex_token: end at WS
1779449187.417092 yylex_token: -N
1779449187.417094 yylex_token: end at WS
1779449187.417096 yylex_token: Toggle the marked pane
1779449187.417097 yylex_token: end at WS
1779449187.417099 yylex_token: m
1779449187.417100 yylex_token: end at WS
1779449187.417102 yylex_token: select-pane
1779449187.417104 yylex_token: end at WS
1779449187.417105 yylex_token: -m
1779449187.417107 cmd_parse_build_commands 0:0: bind
1779449187.417109 cmd_parse_build_commands 0:1: -N
1779449187.417110 cmd_parse_build_commands 0:2: Toggle the marked pane
1779449187.417112 cmd_parse_build_commands 0:3: m
1779449187.417114 cmd_parse_build_commands 0:4 0:0: select-pane
1779449187.417115 cmd_parse_build_commands 0:4 0:1: -m
1779449187.417117 cmd_parse_build_commands 0:0: select-pane
1779449187.417119 cmd_parse_build_commands 0:1: -m
1779449187.417121 args_parse_flags: next -m
1779449187.417123 args_parse_flags: -m
1779449187.417124 args_parse: flags end at 2 of 2
1779449187.417126 cmd_parse_build_commands: select-pane -m
1779449187.417128 args_parse_flags: next -N
1779449187.417130 args_parse_flag_argument: -N = Toggle the marked pane
1779449187.417131 args_parse_flags: next m
1779449187.417133 args_parse: flags end at 3 of 5
1779449187.417135 args_parse: 3 = m (type STRING)
1779449187.417137 args_parse: 4 = select-pane -m (type COMMANDS)
1779449187.417140 cmd_parse_build_commands: bind-key -N "Toggle the marked pane" m { select-pane -m }
1779449187.417142 cmdq_get_command: [bind-key/0x5a4820d33120] group 362
1779449187.417144 cmdq_append <global>: [bind-key/0x5a4820d33120]
1779449187.417145 yylex_token: end at WS
1779449187.417147 yylex_token: bind
1779449187.417148 yylex_token: end at WS
1779449187.417150 yylex_token: -N
1779449187.417152 yylex_token: end at WS
1779449187.417153 yylex_token: Select the next window
1779449187.417155 yylex_token: end at WS
1779449187.417156 yylex_token: n
1779449187.417165 yylex_token: end at WS
1779449187.417166 yylex_token: next-window
1779449187.417172 cmd_parse_build_commands 0:0: bind
1779449187.417174 cmd_parse_build_commands 0:1: -N
1779449187.417176 cmd_parse_build_commands 0:2: Select the next window
1779449187.417177 cmd_parse_build_commands 0:3: n
1779449187.417179 cmd_parse_build_commands 0:4 0:0: next-window
1779449187.417181 cmd_parse_build_commands 0:0: next-window
1779449187.417183 args_parse: flags end at 1 of 1
1779449187.417185 cmd_parse_build_commands: next-window
1779449187.417187 args_parse_flags: next -N
1779449187.417188 args_parse_flag_argument: -N = Select the next window
1779449187.417190 args_parse_flags: next n
1779449187.417192 args_parse: flags end at 3 of 5
1779449187.417193 args_parse: 3 = n (type STRING)
1779449187.417195 args_parse: 4 = next-window (type COMMANDS)
1779449187.417198 cmd_parse_build_commands: bind-key -N "Select the next window" n { next-window }
1779449187.417200 cmdq_get_command: [bind-key/0x5a4820d33530] group 370
1779449187.417202 cmdq_append <global>: [bind-key/0x5a4820d33530]
1779449187.417206 yylex_token: end at WS
1779449187.417208 yylex_token: bind
1779449187.417209 yylex_token: end at WS
1779449187.417211 yylex_token: -N
1779449187.417213 yylex_token: end at WS
1779449187.417214 yylex_token: Select the next pane
1779449187.417216 yylex_token: end at WS
1779449187.417217 yylex_token: o
1779449187.417219 yylex_token: end at WS
1779449187.417220 yylex_token: select-pane
1779449187.417222 yylex_token: end at WS
1779449187.417224 yylex_token: -t:.+
1779449187.417225 cmd_parse_build_commands 0:0: bind
1779449187.417227 cmd_parse_build_commands 0:1: -N
1779449187.417229 cmd_parse_build_commands 0:2: Select the next pane
1779449187.417231 cmd_parse_build_commands 0:3: o
1779449187.417232 cmd_parse_build_commands 0:4 0:0: select-pane
1779449187.417234 cmd_parse_build_commands 0:4 0:1: -t:.+
1779449187.417236 cmd_parse_build_commands 0:0: select-pane
1779449187.417237 cmd_parse_build_commands 0:1: -t:.+
1779449187.417240 args_parse_flags: next -t:.+
1779449187.417241 args_parse_flag_argument: -t = :.+
1779449187.417243 args_parse: flags end at 2 of 2
1779449187.417245 cmd_parse_build_commands: select-pane -t :.+
1779449187.417247 args_parse_flags: next -N
1779449187.417249 args_parse_flag_argument: -N = Select the next pane
1779449187.417250 args_parse_flags: next o
1779449187.417252 args_parse: flags end at 3 of 5
1779449187.417253 args_parse: 3 = o (type STRING)
1779449187.417256 args_parse: 4 = select-pane -t :.+ (type COMMANDS)
1779449187.417259 cmd_parse_build_commands: bind-key -N "Select the next pane" o { select-pane -t :.+ }
1779449187.417261 cmdq_get_command: [bind-key/0x5a4820d33a60] group 378
1779449187.417263 cmdq_append <global>: [bind-key/0x5a4820d33a60]
1779449187.417265 yylex_token: end at WS
1779449187.417266 yylex_token: bind
1779449187.417268 yylex_token: end at WS
1779449187.417269 yylex_token: -N
1779449187.417271 yylex_token: end at WS
1779449187.417273 yylex_token: Customize options
1779449187.417274 yylex_token: end at WS
1779449187.417276 yylex_token: C
1779449187.417277 yylex_token: end at WS
1779449187.417279 yylex_token: customize-mode
1779449187.417280 yylex_token: end at WS
1779449187.417282 yylex_token: -Z
1779449187.417284 cmd_parse_build_commands 0:0: bind
1779449187.417286 cmd_parse_build_commands 0:1: -N
1779449187.417287 cmd_parse_build_commands 0:2: Customize options
1779449187.417289 cmd_parse_build_commands 0:3: C
1779449187.417291 cmd_parse_build_commands 0:4 0:0: customize-mode
1779449187.417292 cmd_parse_build_commands 0:4 0:1: -Z
1779449187.417294 cmd_parse_build_commands 0:0: customize-mode
1779449187.417296 cmd_parse_build_commands 0:1: -Z
1779449187.417298 args_parse_flags: next -Z
1779449187.417299 args_parse_flags: -Z
1779449187.417301 args_parse: flags end at 2 of 2
1779449187.417303 cmd_parse_build_commands: customize-mode -Z
1779449187.417305 args_parse_flags: next -N
1779449187.417306 args_parse_flag_argument: -N = Customize options
1779449187.417308 args_parse_flags: next C
1779449187.417310 args_parse: flags end at 3 of 5
1779449187.417311 args_parse: 3 = C (type STRING)
1779449187.417316 args_parse: 4 = customize-mode -Z (type COMMANDS)
1779449187.417320 cmd_parse_build_commands: bind-key -N "Customize options" C { customize-mode -Z }
1779449187.417322 cmdq_get_command: [bind-key/0x5a4820d33cd0] group 386
1779449187.417324 cmdq_append <global>: [bind-key/0x5a4820d33cd0]
1779449187.417325 yylex_token: end at WS
1779449187.417327 yylex_token: bind
1779449187.417329 yylex_token: end at WS
1779449187.417330 yylex_token: -N
1779449187.417332 yylex_token: end at WS
1779449187.417334 yylex_token: Select the previous window
1779449187.417335 yylex_token: end at WS
1779449187.417337 yylex_token: p
1779449187.417338 yylex_token: end at WS
1779449187.417340 yylex_token: previous-window
1779449187.417342 cmd_parse_build_commands 0:0: bind
1779449187.417344 cmd_parse_build_commands 0:1: -N
1779449187.417345 cmd_parse_build_commands 0:2: Select the previous window
1779449187.417347 cmd_parse_build_commands 0:3: p
1779449187.417349 cmd_parse_build_commands 0:4 0:0: previous-window
1779449187.417351 cmd_parse_build_commands 0:0: previous-window
1779449187.417353 args_parse: flags end at 1 of 1
1779449187.417355 cmd_parse_build_commands: previous-window
1779449187.417356 args_parse_flags: next -N
1779449187.417358 args_parse_flag_argument: -N = Select the previous window
1779449187.417360 args_parse_flags: next p
1779449187.417361 args_parse: flags end at 3 of 5
1779449187.417363 args_parse: 3 = p (type STRING)
1779449187.417365 args_parse: 4 = previous-window (type COMMANDS)
1779449187.417368 cmd_parse_build_commands: bind-key -N "Select the previous window" p { previous-window }
1779449187.417370 cmdq_get_command: [bind-key/0x5a4820d34200] group 394
1779449187.417372 cmdq_append <global>: [bind-key/0x5a4820d34200]
1779449187.417374 yylex_token: end at WS
1779449187.417375 yylex_token: bind
1779449187.417377 yylex_token: end at WS
1779449187.417378 yylex_token: -N
1779449187.417380 yylex_token: end at WS
1779449187.417381 yylex_token: Display pane numbers
1779449187.417383 yylex_token: end at WS
1779449187.417385 yylex_token: q
1779449187.417386 yylex_token: end at WS
1779449187.417388 yylex_token: display-panes
1779449187.417390 cmd_parse_build_commands 0:0: bind
1779449187.417391 cmd_parse_build_commands 0:1: -N
1779449187.417393 cmd_parse_build_commands 0:2: Display pane numbers
1779449187.417395 cmd_parse_build_commands 0:3: q
1779449187.417397 cmd_parse_build_commands 0:4 0:0: display-panes
1779449187.417399 cmd_parse_build_commands 0:0: display-panes
1779449187.417400 args_parse: flags end at 1 of 1
1779449187.417402 cmd_parse_build_commands: display-panes
1779449187.417404 args_parse_flags: next -N
1779449187.417406 args_parse_flag_argument: -N = Display pane numbers
1779449187.417407 args_parse_flags: next q
1779449187.417409 args_parse: flags end at 3 of 5
1779449187.417411 args_parse: 3 = q (type STRING)
1779449187.417412 args_parse: 4 = display-panes (type COMMANDS)
1779449187.417415 cmd_parse_build_commands: bind-key -N "Display pane numbers" q { display-panes }
1779449187.417417 cmdq_get_command: [bind-key/0x5a4820d345e0] group 402
1779449187.417419 cmdq_append <global>: [bind-key/0x5a4820d345e0]
1779449187.417426 yylex_token: end at WS
1779449187.417428 yylex_token: bind
1779449187.417429 yylex_token: end at WS
1779449187.417431 yylex_token: -N
1779449187.417432 yylex_token: end at WS
1779449187.417434 yylex_token: Redraw the current client
1779449187.417436 yylex_token: end at WS
1779449187.417437 yylex_token: r
1779449187.417439 yylex_token: end at WS
1779449187.417440 yylex_token: refresh-client
1779449187.417442 cmd_parse_build_commands 0:0: bind
1779449187.417444 cmd_parse_build_commands 0:1: -N
1779449187.417446 cmd_parse_build_commands 0:2: Redraw the current client
1779449187.417447 cmd_parse_build_commands 0:3: r
1779449187.417449 cmd_parse_build_commands 0:4 0:0: refresh-client
1779449187.417451 cmd_parse_build_commands 0:0: refresh-client
1779449187.417453 args_parse: flags end at 1 of 1
1779449187.417455 cmd_parse_build_commands: refresh-client
1779449187.417457 args_parse_flags: next -N
1779449187.417462 args_parse_flag_argument: -N = Redraw the current client
1779449187.417463 args_parse_flags: next r
1779449187.417465 args_parse: flags end at 3 of 5
1779449187.417467 args_parse: 3 = r (type STRING)
1779449187.417468 args_parse: 4 = refresh-client (type COMMANDS)
1779449187.417471 cmd_parse_build_commands: bind-key -N "Redraw the current client" r { refresh-client }
1779449187.417473 cmdq_get_command: [bind-key/0x5a4820d34b80] group 410
1779449187.417475 cmdq_append <global>: [bind-key/0x5a4820d34b80]
1779449187.417477 yylex_token: end at WS
1779449187.417478 yylex_token: bind
1779449187.417480 yylex_token: end at WS
1779449187.417481 yylex_token: -N
1779449187.417483 yylex_token: end at WS
1779449187.417485 yylex_token: Choose a session from a list
1779449187.417487 yylex_token: end at WS
1779449187.417488 yylex_token: s
1779449187.417490 yylex_token: end at WS
1779449187.417491 yylex_token: choose-tree
1779449187.417493 yylex_token: end at WS
